,age,job,salary,balance,default,housing,loan,contact,day,month,duration,campaign,previous,poutcome,target,marital,education
287,40,self-employed,60000.0,672,no,yes,no,unknown,5,may,164,2,0,unknown,no,married,secondary
288,37,management,100000.0,58,no,yes,no,unknown,5,may,98,2,0,unknown,no,married,tertiary
289,54,technician,60000.0,447,no,yes,no,unknown,5,may,742,2,0,unknown,no,single,unknown
290,32,student,4000.0,423,no,yes,no,unknown,5,may,226,3,0,unknown,no,single,secondary
291,54,management,100000.0,0,no,no,no,unknown,5,may,120,2,0,unknown,no,married,tertiary
292,34,technician,60000.0,19,no,yes,no,unknown,5,may,362,4,0,unknown,no,married,secondary
293,56,technician,60000.0,13,no,yes,no,unknown,5,may,357,2,0,unknown,no,divorced,primary
294,31,blue-collar,20000.0,3,no,yes,no,unknown,5,may,200,2,0,unknown,no,single,secondary
295,24,student,4000.0,82,no,yes,no,unknown,5,may,204,2,0,unknown,no,single,secondary
296,42,blue-collar,20000.0,28,no,yes,no,unknown,5,may,126,3,0,unknown,no,divorced,primary
297,57,technician,60000.0,792,no,yes,no,unknown,5,may,65,2,0,unknown,no,married,secondary
298,42,blue-collar,20000.0,408,no,yes,no,unknown,5,may,107,2,0,unknown,no,married,unknown
299,51,admin.,50000.0,531,no,yes,no,unknown,5,may,267,2,0,unknown,no,married,secondary
300,57,retired,55000.0,211,no,yes,no,unknown,5,may,248,2,0,unknown,no,married,secondary
301,36,services,70000.0,62,no,yes,no,unknown,5,may,215,2,0,unknown,no,single,secondary
302,53,services,70000.0,257,no,yes,no,unknown,5,may,209,2,0,unknown,no,married,unknown
303,50,technician,60000.0,1234,no,yes,no,unknown,5,may,205,2,0,unknown,no,married,secondary
304,54,management,100000.0,313,no,yes,no,unknown,5,may,83,2,0,unknown,no,married,tertiary
305,55,blue-collar,20000.0,89,no,yes,no,unknown,5,may,106,3,0,unknown,no,married,secondary
306,44,blue-collar,20000.0,129,no,yes,yes,unknown,5,may,189,2,0,unknown,no,married,secondary
307,43,management,100000.0,0,no,yes,no,unknown,5,may,105,2,0,unknown,no,married,unknown
308,56,admin.,50000.0,353,no,yes,no,unknown,5,may,106,2,0,unknown,no,married,secondary
309,54,technician,60000.0,851,no,yes,no,unknown,5,may,108,2,0,unknown,no,married,unknown
310,55,services,70000.0,96,no,yes,yes,unknown,5,may,311,2,0,unknown,no,divorced,primary
311,37,services,70000.0,398,no,yes,yes,unknown,5,may,214,2,0,unknown,no,divorced,secondary
312,33,admin.,50000.0,193,no,no,no,unknown,5,may,132,2,0,unknown,no,single,tertiary
313,46,admin.,50000.0,-358,no,yes,no,unknown,5,may,358,2,0,unknown,no,married,secondary
314,36,blue-collar,20000.0,539,no,yes,yes,unknown,5,may,453,2,0,unknown,no,married,secondary
315,51,technician,60000.0,0,no,yes,no,unknown,5,may,364,2,0,unknown,no,single,secondary
316,40,retired,55000.0,0,no,no,no,unknown,5,may,136,2,0,unknown,no,single,primary
317,42,blue-collar,20000.0,490,no,yes,no,unknown,5,may,386,2,0,unknown,no,married,secondary
318,51,blue-collar,20000.0,0,no,yes,no,unknown,5,may,173,2,0,unknown,no,married,secondary
319,49,blue-collar,60000.0,403,no,yes,no,unknown,5,may,241,2,0,unknown,no,married,unknown
320,48,management,100000.0,161,no,yes,no,unknown,5,may,224,3,0,unknown,no,married,secondary
321,32,technician,60000.0,2558,no,no,no,unknown,5,may,148,2,0,unknown,no,divorced,tertiary
322,31,admin.,50000.0,98,no,yes,no,unknown,5,may,196,2,0,unknown,no,single,secondary
323,55,management,100000.0,115,no,no,no,unknown,5,may,111,4,0,unknown,no,single,tertiary
324,40,blue-collar,20000.0,436,no,yes,no,unknown,5,may,231,3,0,unknown,no,single,secondary
325,47,technician,60000.0,831,no,yes,no,unknown,5,may,316,3,0,unknown,no,married,tertiary
326,57,technician,60000.0,206,no,yes,no,unknown,5,may,216,3,0,unknown,no,married,unknown
327,41,blue-collar,20000.0,290,no,yes,no,unknown,5,may,240,2,0,unknown,no,married,secondary
328,48,blue-collar,20000.0,1,no,no,no,unknown,5,may,669,3,0,unknown,no,married,secondary
329,42,blue-collar,60000.0,57,no,yes,no,unknown,5,may,425,2,0,unknown,no,married,unknown
330,30,blue-collar,20000.0,-457,no,yes,no,unknown,5,may,143,2,0,unknown,no,single,secondary
331,58,management,100000.0,1387,no,yes,no,unknown,5,may,174,5,0,unknown,no,single,tertiary
332,45,management,100000.0,24598,no,yes,no,unknown,5,may,313,3,0,unknown,no,divorced,tertiary
333,49,blue-collar,20000.0,30,no,yes,no,unknown,5,may,135,4,0,unknown,no,married,secondary
334,42,admin.,50000.0,1022,no,yes,no,unknown,5,may,146,2,0,unknown,no,single,secondary
335,53,technician,60000.0,56,no,yes,yes,unknown,5,may,152,2,0,unknown,no,married,secondary
336,51,admin.,50000.0,-2,yes,no,no,unknown,5,may,402,3,0,unknown,no,single,secondary
337,32,services,70000.0,121,no,yes,no,unknown,5,may,213,2,0,unknown,no,single,secondary
338,41,blue-collar,20000.0,842,no,yes,no,unknown,5,may,144,3,0,unknown,no,single,secondary
339,43,management,100000.0,693,no,yes,no,unknown,5,may,124,3,0,unknown,no,divorced,secondary
340,40,blue-collar,20000.0,-333,no,yes,no,unknown,5,may,183,2,0,unknown,no,divorced,secondary
341,50,blue-collar,20000.0,1533,no,yes,no,unknown,5,may,325,2,0,unknown,no,married,primary
342,34,management,100000.0,46,no,yes,no,unknown,5,may,39,4,0,unknown,no,married,tertiary
343,53,services,70000.0,18,no,no,no,unknown,5,may,503,2,0,unknown,no,married,unknown
344,45,technician,60000.0,44,no,yes,no,unknown,5,may,95,4,0,unknown,no,married,secondary
345,39,blue-collar,20000.0,-100,no,yes,no,unknown,5,may,680,2,0,unknown,no,married,primary
346,44,services,70000.0,510,no,yes,no,unknown,5,may,421,4,0,unknown,no,married,tertiary
347,55,management,100000.0,685,no,yes,no,unknown,5,may,174,3,0,unknown,no,married,tertiary
348,46,management,100000.0,187,no,yes,no,unknown,5,may,113,2,0,unknown,no,single,tertiary
349,45,blue-collar,20000.0,66,no,yes,no,unknown,5,may,808,2,0,unknown,no,married,secondary
350,34,admin.,50000.0,560,no,yes,no,unknown,5,may,198,3,0,unknown,no,married,secondary
351,36,blue-collar,20000.0,0,no,yes,no,unknown,5,may,195,2,0,unknown,no,married,secondary
352,59,unknown,60000.0,27,no,no,no,unknown,5,may,347,3,0,unknown,no,divorced,unknown
353,31,admin.,50000.0,12,no,yes,no,unknown,5,may,208,2,0,unknown,no,single,secondary
354,44,blue-collar,20000.0,34,no,yes,no,unknown,5,may,404,4,0,unknown,no,single,secondary
355,33,entrepreneur,120000.0,1068,no,yes,no,unknown,5,may,396,2,0,unknown,no,single,tertiary
356,40,blue-collar,20000.0,211,no,yes,no,unknown,5,may,216,4,0,unknown,no,married,secondary
357,46,admin.,60000.0,377,no,yes,no,unknown,5,may,98,2,0,unknown,no,single,tertiary
358,48,management,100000.0,263,no,yes,no,unknown,5,may,350,2,0,unknown,no,married,tertiary
359,42,services,70000.0,1263,no,yes,no,unknown,6,may,114,2,0,unknown,no,married,secondary
360,27,services,70000.0,8,no,yes,no,unknown,6,may,88,3,0,unknown,no,married,secondary
361,48,admin.,50000.0,126,no,yes,yes,unknown,6,may,379,2,0,unknown,no,married,secondary
362,59,admin.,50000.0,230,no,yes,no,unknown,6,may,190,3,0,unknown,no,married,secondary
363,46,technician,60000.0,841,no,yes,no,unknown,6,may,158,1,0,unknown,no,married,tertiary
364,38,admin.,50000.0,308,no,yes,no,unknown,6,may,102,1,0,unknown,no,divorced,secondary
365,43,management,100000.0,1,no,yes,no,unknown,6,may,306,1,0,unknown,no,divorced,tertiary
366,38,admin.,50000.0,86,no,yes,no,unknown,6,may,218,1,0,unknown,no,divorced,tertiary
367,23,student,4000.0,157,no,yes,no,unknown,6,may,54,1,0,unknown,no,single,secondary
368,34,services,70000.0,22,no,yes,no,unknown,6,may,344,1,0,unknown,no,married,secondary
369,38,admin.,50000.0,46,no,yes,yes,unknown,6,may,195,1,0,unknown,no,married,secondary
370,37,blue-collar,20000.0,1293,no,no,no,unknown,6,may,652,1,0,unknown,no,married,secondary
371,25,admin.,50000.0,122,no,yes,no,unknown,6,may,286,1,0,unknown,no,single,secondary
372,48,blue-collar,20000.0,131,no,yes,no,unknown,6,may,189,1,0,unknown,no,married,unknown
373,49,blue-collar,20000.0,143,no,yes,no,unknown,6,may,83,1,0,unknown,no,single,secondary
374,38,admin.,50000.0,393,no,no,no,unknown,6,may,184,2,0,unknown,no,single,secondary
375,43,blue-collar,20000.0,98,no,yes,no,unknown,6,may,235,1,0,unknown,no,married,primary
376,33,management,100000.0,0,no,yes,no,unknown,6,may,290,1,0,unknown,no,married,tertiary
377,55,blue-collar,20000.0,224,no,yes,no,unknown,6,may,232,1,0,unknown,no,married,secondary
378,38,blue-collar,20000.0,757,no,yes,no,unknown,6,may,133,1,0,unknown,no,married,secondary
379,49,services,70000.0,245,no,yes,yes,unknown,6,may,318,1,0,unknown,no,married,secondary
380,40,management,100000.0,8486,no,no,no,unknown,6,may,260,3,0,unknown,no,married,secondary
381,43,admin.,50000.0,350,no,no,no,unknown,6,may,437,1,0,unknown,no,married,unknown
382,38,blue-collar,20000.0,20,no,yes,no,unknown,6,may,402,1,0,unknown,no,married,secondary
383,58,services,70000.0,1667,no,yes,yes,unknown,6,may,85,1,0,unknown,no,married,secondary
384,57,technician,60000.0,345,no,yes,no,unknown,6,may,125,1,0,unknown,no,married,unknown
385,32,unemployed,8000.0,10,no,yes,no,unknown,6,may,501,4,0,unknown,no,married,secondary
386,56,management,100000.0,830,no,yes,yes,unknown,6,may,1201,1,0,unknown,yes,married,tertiary
387,58,blue-collar,20000.0,29,no,yes,no,unknown,6,may,253,1,0,unknown,no,divorced,unknown
388,60,retired,55000.0,545,no,yes,no,unknown,6,may,1030,1,0,unknown,yes,divorced,secondary
389,37,technician,60000.0,8730,no,yes,no,unknown,6,may,149,1,0,unknown,no,married,tertiary
390,46,technician,60000.0,477,no,yes,no,unknown,6,may,114,1,0,unknown,no,divorced,tertiary
391,27,admin.,50000.0,4,no,yes,no,unknown,6,may,243,1,0,unknown,no,married,secondary
392,43,blue-collar,20000.0,1205,no,yes,no,unknown,6,may,769,2,0,unknown,no,married,secondary
393,32,technician,60000.0,0,no,yes,yes,unknown,6,may,135,3,0,unknown,no,single,secondary
394,40,admin.,50000.0,263,no,yes,no,unknown,6,may,231,1,0,unknown,no,single,secondary
395,38,admin.,50000.0,1,no,no,no,unknown,6,may,76,1,0,unknown,no,married,secondary
396,34,blue-collar,20000.0,283,no,no,yes,unknown,6,may,199,1,0,unknown,no,married,secondary
397,47,blue-collar,20000.0,206,no,yes,no,unknown,6,may,152,1,0,unknown,no,married,primary
398,42,housemaid,16000.0,17,no,yes,no,unknown,6,may,124,1,0,unknown,no,married,primary
399,48,technician,60000.0,141,no,yes,yes,unknown,6,may,424,1,0,unknown,no,married,secondary
400,29,self-employed,60000.0,16,no,yes,no,unknown,6,may,43,1,0,unknown,no,single,tertiary
401,50,services,70000.0,206,no,yes,no,unknown,6,may,154,1,0,unknown,no,married,secondary
402,52,technician,60000.0,7,no,no,no,unknown,6,may,203,2,0,unknown,no,married,unknown
403,50,management,100000.0,0,no,no,no,unknown,6,may,326,1,0,unknown,no,married,tertiary
404,58,retired,55000.0,0,no,no,no,unknown,6,may,393,1,0,unknown,no,married,tertiary
405,46,blue-collar,20000.0,1927,no,yes,no,unknown,6,may,241,3,0,unknown,no,divorced,primary
406,38,technician,60000.0,284,no,yes,no,unknown,6,may,483,1,0,unknown,no,married,secondary
407,46,blue-collar,20000.0,1660,no,yes,no,unknown,6,may,259,1,0,unknown,no,married,secondary
408,32,services,70000.0,406,no,yes,no,unknown,6,may,227,1,0,unknown,no,single,secondary
409,51,blue-collar,20000.0,230,no,yes,no,unknown,6,may,673,1,0,unknown,no,married,primary
410,39,admin.,50000.0,-25,no,yes,no,unknown,6,may,576,1,0,unknown,no,single,secondary
411,48,admin.,50000.0,182,no,yes,no,unknown,6,may,180,2,0,unknown,no,married,secondary
412,36,entrepreneur,120000.0,1169,no,yes,no,unknown,6,may,168,2,0,unknown,no,married,tertiary
413,34,admin.,50000.0,67,no,yes,no,unknown,6,may,90,1,0,unknown,no,divorced,secondary
414,40,technician,60000.0,77,no,no,no,unknown,6,may,505,1,0,unknown,no,married,secondary
415,43,unemployed,8000.0,0,no,yes,no,unknown,6,may,245,1,0,unknown,no,married,secondary
416,52,blue-collar,20000.0,55,no,yes,yes,unknown,6,may,186,1,0,unknown,no,divorced,primary
417,33,technician,60000.0,72,yes,yes,no,unknown,6,may,623,1,0,unknown,no,married,secondary
418,49,management,100000.0,163,no,yes,no,unknown,6,may,496,3,0,unknown,no,single,tertiary
419,32,management,100000.0,151,no,yes,no,unknown,6,may,118,1,0,unknown,no,single,tertiary
420,39,admin.,50000.0,113,no,yes,no,unknown,6,may,342,1,0,unknown,no,single,secondary
421,40,blue-collar,20000.0,0,no,yes,no,unknown,6,may,225,1,0,unknown,no,married,secondary
422,38,technician,60000.0,9,no,yes,no,unknown,6,may,185,3,0,unknown,no,single,tertiary
423,43,management,100000.0,375,no,yes,no,unknown,6,may,196,2,0,unknown,no,married,secondary
424,39,services,70000.0,1142,no,yes,no,unknown,6,may,276,1,0,unknown,no,married,secondary
425,54,blue-collar,20000.0,2102,no,yes,no,unknown,6,may,76,1,0,unknown,no,married,primary
426,38,technician,60000.0,4325,no,yes,no,unknown,6,may,87,1,0,unknown,no,single,tertiary
427,40,blue-collar,20000.0,217,no,yes,no,unknown,6,may,195,1,0,unknown,no,married,secondary
428,55,admin.,50000.0,131,no,yes,no,unknown,6,may,744,1,0,unknown,no,married,secondary
429,42,management,100000.0,1680,no,yes,no,unknown,6,may,765,1,0,unknown,no,married,tertiary
430,39,blue-collar,20000.0,0,no,yes,no,unknown,6,may,262,1,0,unknown,no,married,secondary
431,40,blue-collar,20000.0,46,no,yes,no,unknown,6,may,119,1,0,unknown,no,married,primary
432,32,blue-collar,20000.0,320,no,yes,no,unknown,6,may,198,2,0,unknown,no,married,secondary
433,55,admin.,50000.0,183,no,yes,no,unknown,6,may,150,1,0,unknown,no,married,secondary
434,45,blue-collar,20000.0,39,no,no,no,unknown,6,may,241,1,0,unknown,no,married,secondary
435,35,management,100000.0,560,no,yes,no,unknown,6,may,181,1,0,unknown,no,single,tertiary
436,58,technician,60000.0,469,no,no,no,unknown,6,may,196,1,0,unknown,no,divorced,secondary
437,35,admin.,50000.0,530,no,yes,no,unknown,6,may,149,1,0,unknown,no,married,secondary
438,49,services,70000.0,61,no,yes,no,unknown,6,may,246,1,0,unknown,no,married,primary
439,34,technician,60000.0,242,no,yes,no,unknown,6,may,112,1,0,unknown,no,single,tertiary
440,36,blue-collar,20000.0,139,no,yes,no,unknown,6,may,309,2,0,unknown,no,married,secondary
441,24,self-employed,60000.0,0,no,yes,no,unknown,6,may,278,1,0,unknown,no,single,secondary
442,34,technician,60000.0,367,no,yes,no,unknown,6,may,140,1,0,unknown,no,married,secondary
443,51,admin.,50000.0,228,no,yes,no,unknown,6,may,136,1,0,unknown,no,divorced,secondary
444,39,technician,60000.0,45248,no,yes,no,unknown,6,may,1623,1,0,unknown,yes,single,unknown
445,50,self-employed,60000.0,-84,no,yes,no,unknown,6,may,101,1,0,unknown,no,married,unknown
446,32,services,70000.0,310,no,yes,no,unknown,6,may,144,1,0,unknown,no,single,secondary
447,42,blue-collar,20000.0,132,no,yes,no,unknown,6,may,238,1,0,unknown,no,married,unknown
448,50,technician,60000.0,797,no,yes,no,unknown,6,may,354,1,0,unknown,no,married,secondary
449,40,services,70000.0,71,no,no,no,unknown,6,may,79,1,0,unknown,no,married,secondary
450,46,management,100000.0,2,no,yes,no,unknown,6,may,187,1,0,unknown,no,divorced,unknown
451,37,management,100000.0,231,no,yes,yes,unknown,6,may,451,2,0,unknown,no,married,tertiary
452,34,blue-collar,20000.0,270,no,yes,yes,unknown,6,may,159,1,0,unknown,no,married,secondary
453,44,blue-collar,20000.0,274,no,yes,yes,unknown,6,may,409,1,0,unknown,no,married,secondary
454,40,admin.,50000.0,-109,no,yes,yes,unknown,6,may,170,1,0,unknown,no,single,secondary
455,37,technician,60000.0,1,no,yes,no,unknown,6,may,608,1,0,unknown,yes,married,secondary
456,33,blue-collar,20000.0,-60,yes,no,no,unknown,6,may,243,1,0,unknown,no,single,secondary
457,35,blue-collar,20000.0,89,no,yes,no,unknown,6,may,145,2,0,unknown,no,married,secondary
458,58,blue-collar,20000.0,-11,no,no,no,unknown,6,may,112,1,0,unknown,no,divorced,secondary
459,39,blue-collar,20000.0,0,no,yes,no,unknown,6,may,262,2,0,unknown,no,married,primary
460,43,blue-collar,20000.0,-509,no,yes,no,unknown,6,may,124,1,0,unknown,no,married,secondary
461,39,unemployed,8000.0,408,no,yes,no,unknown,6,may,53,1,0,unknown,no,married,primary
462,36,services,70000.0,58,no,yes,no,unknown,6,may,134,1,0,unknown,no,single,primary
463,57,retired,55000.0,1640,no,no,yes,unknown,6,may,204,4,0,unknown,no,single,secondary
464,36,admin.,50000.0,20,no,yes,no,unknown,6,may,186,1,0,unknown,no,single,secondary
465,50,blue-collar,20000.0,71,no,yes,no,unknown,6,may,678,1,0,unknown,no,married,primary
466,55,blue-collar,20000.0,52,no,yes,no,unknown,6,may,182,1,0,unknown,no,married,secondary
467,44,self-employed,60000.0,292,no,yes,no,unknown,6,may,162,1,0,unknown,no,married,tertiary
468,44,services,70000.0,424,no,yes,no,unknown,6,may,27,1,0,unknown,no,divorced,secondary
469,39,housemaid,16000.0,109,no,yes,no,unknown,6,may,699,3,0,unknown,no,single,primary
470,46,blue-collar,20000.0,1044,no,yes,no,unknown,6,may,43,1,0,unknown,no,married,unknown
471,39,blue-collar,20000.0,983,no,yes,no,unknown,6,may,97,1,0,unknown,no,married,secondary
472,34,admin.,50000.0,869,no,no,no,unknown,6,may,1677,1,0,unknown,yes,married,secondary
473,40,blue-collar,20000.0,668,no,yes,no,unknown,6,may,283,2,0,unknown,no,married,primary
474,50,management,100000.0,964,no,yes,no,unknown,6,may,323,1,0,unknown,no,married,tertiary
475,31,management,100000.0,301,no,yes,no,unknown,6,may,82,1,0,unknown,no,single,secondary
476,37,admin.,50000.0,140,no,yes,no,unknown,6,may,310,1,0,unknown,no,single,secondary
477,39,management,100000.0,1877,no,yes,no,unknown,6,may,185,1,0,unknown,no,single,secondary
478,51,blue-collar,20000.0,1127,no,yes,no,unknown,6,may,47,1,0,unknown,no,married,primary
479,41,technician,60000.0,871,no,yes,no,unknown,6,may,145,1,0,unknown,no,married,secondary
480,41,technician,60000.0,767,no,yes,yes,unknown,6,may,204,1,0,unknown,no,married,secondary
481,43,blue-collar,20000.0,0,no,no,no,unknown,6,may,187,1,0,unknown,no,married,secondary
482,30,services,70000.0,209,no,yes,no,unknown,6,may,30,2,0,unknown,no,single,secondary
483,54,management,100000.0,0,no,no,no,unknown,6,may,472,1,0,unknown,no,divorced,primary
484,43,blue-collar,20000.0,110,no,yes,yes,unknown,6,may,448,1,0,unknown,no,divorced,secondary
485,59,management,100000.0,-76,no,yes,yes,unknown,6,may,264,1,0,unknown,no,divorced,tertiary
486,47,technician,60000.0,178,no,yes,no,unknown,6,may,169,1,0,unknown,no,married,unknown
487,40,blue-collar,20000.0,-66,no,yes,no,unknown,6,may,288,1,0,unknown,no,married,primary
488,32,technician,60000.0,0,no,yes,no,unknown,6,may,176,2,0,unknown,no,married,secondary
489,29,blue-collar,20000.0,1,no,yes,no,unknown,6,may,215,1,0,unknown,no,married,secondary
490,36,blue-collar,20000.0,0,no,yes,no,unknown,6,may,337,1,0,unknown,no,married,secondary
491,55,unemployed,8000.0,5345,no,no,no,unknown,6,may,278,1,0,unknown,no,married,tertiary
492,30,blue-collar,20000.0,-209,no,yes,no,unknown,6,may,188,2,0,unknown,no,divorced,secondary
493,39,admin.,50000.0,0,no,yes,no,unknown,6,may,174,2,0,unknown,no,single,secondary
494,39,blue-collar,20000.0,42,no,yes,no,unknown,6,may,226,2,0,unknown,no,divorced,secondary
495,50,blue-collar,20000.0,41,no,yes,no,unknown,6,may,190,1,0,unknown,no,divorced,secondary
496,44,blue-collar,20000.0,-99,no,yes,no,unknown,6,may,111,2,0,unknown,no,married,secondary
497,37,technician,60000.0,17,no,yes,no,unknown,6,may,164,1,0,unknown,no,single,secondary
498,46,admin.,50000.0,276,no,yes,yes,unknown,6,may,157,2,0,unknown,no,married,primary
499,32,technician,60000.0,-170,no,no,no,unknown,6,may,46,1,0,unknown,no,single,unknown
500,37,management,100000.0,230,no,yes,yes,unknown,6,may,374,1,0,unknown,no,single,tertiary
501,29,blue-collar,20000.0,9,no,yes,no,unknown,6,may,349,1,0,unknown,no,married,secondary
502,41,blue-collar,20000.0,946,no,yes,no,unknown,6,may,325,1,0,unknown,no,married,secondary
503,45,blue-collar,20000.0,1297,no,yes,no,unknown,6,may,233,2,0,unknown,no,married,primary
